Search rep 1 (of 10)
random seed = 434024
gen	best_like	time	optPrecision
7430	-1372.360196	17	0.01
7440	-1372.360196	17	0.01
7450	-1372.359769	17	0.01
7460	-1372.359769	17	0.01
7470	-1372.35901	17	0.01
7480	-1372.358777	17	0.01
7490	-1372.358125	17	0.01
7500	-1372.35757	17	0.01
7510	-1372.350398	17	0.01
7520	-1372.350398	17	0.01
7530	-1372.346777	17	0.01
7540	-1372.344504	17	0.01
7550	-1372.344503	17	0.01
7560	-1372.335875	17	0.01
7570	-1372.335875	17	0.01
7580	-1372.329266	17	0.01
7590	-1372.329266	17	0.01
7600	-1372.328415	17	0.01
7610	-1372.326851	17	0.01
7620	-1372.324217	17	0.01
7630	-1372.324217	17	0.01
7640	-1372.324217	17	0.01
7650	-1372.320296	18	0.01
7660	-1372.320296	18	0.01
7670	-1372.320296	18	0.01
7680	-1372.31651	18	0.01
7690	-1372.290108	18	0.01
7700	-1372.285397	18	0.01
7710	-1372.282168	18	0.01
7720	-1372.279964	18	0.01
7730	-1372.278918	18	0.01
7740	-1372.27355	18	0.01
7750	-1372.27355	18	0.01
7760	-1372.269313	18	0.01
7770	-1372.269313	18	0.01
7780	-1372.269313	18	0.01
7790	-1372.256976	18	0.01
7800	-1372.255514	18	0.01
7810	-1372.254091	18	0.01
7820	-1372.250875	18	0.01
7830	-1372.250875	18	0.01
7840	-1372.247691	18	0.01
7850	-1372.247691	18	0.01
7860	-1372.246706	18	0.01
7870	-1372.208491	18	0.01
7880	-1372.208491	18	0.01
7890	-1372.204468	18	0.01
7900	-1372.204468	18	0.01
7910	-1372.204468	18	0.01
7920	-1372.204468	18	0.01
7930	-1372.20429	18	0.01
7940	-1372.201779	18	0.01
7950	-1372.201779	18	0.01
7960	-1372.201779	18	0.01
7970	-1372.201779	18	0.01
7980	-1372.201532	18	0.01
7990	-1372.201532	18	0.01
8000	-1372.201532	18	0.01
8010	-1372.201532	18	0.01
8020	-1372.201532	18	0.01
8030	-1372.201532	18	0.01
8040	-1372.195083	18	0.01
8050	-1372.190068	19	0.01
8060	-1372.189238	19	0.01
8070	-1372.189238	19	0.01
8080	-1372.189238	19	0.01
8090	-1372.187153	19	0.01
8100	-1372.187153	19	0.01
8110	-1372.1791	19	0.01
8120	-1372.175125	19	0.01
8130	-1372.174987	19	0.01
8140	-1372.174275	19	0.01
8150	-1372.171684	19	0.01
8160	-1372.171582	19	0.01
8170	-1372.171582	19	0.01
8180	-1372.171582	19	0.01
8190	-1372.171582	19	0.01
8200	-1372.171582	19	0.01
8210	-1372.171582	19	0.01
8220	-1372.171582	19	0.01
8230	-1372.171582	19	0.01
8240	-1372.171524	19	0.01
8250	-1372.170928	19	0.01
8260	-1372.170928	19	0.01
8270	-1372.163263	19	0.01
8280	-1372.163263	19	0.01
8290	-1372.163263	19	0.01
8300	-1372.162797	19	0.01
8310	-1372.162532	19	0.01
8320	-1372.162532	19	0.01
8330	-1372.161393	19	0.01
8340	-1372.161393	19	0.01
8350	-1372.161393	19	0.01
8360	-1372.161393	19	0.01
8370	-1372.161393	19	0.01
8380	-1372.161393	19	0.01
8390	-1372.161393	19	0.01
8400	-1372.161393	19	0.01
8410	-1372.161393	19	0.01
8420	-1372.161381	19	0.01
8430	-1372.161381	19	0.01
8440	-1372.161381	19	0.01
8450	-1372.161381	19	0.01
8460	-1372.161381	20	0.01
8470	-1372.161364	20	0.01
8480	-1372.16128	20	0.01
8490	-1372.16128	20	0.01
8500	-1372.160724	20	0.01
8510	-1372.160724	20	0.01
8520	-1372.160724	20	0.01
8530	-1372.160724	20	0.01
8540	-1372.160724	20	0.01
8550	-1372.158616	20	0.01
8560	-1372.145579	20	0.01
8570	-1372.142966	20	0.01
8580	-1372.142001	20	0.01
8590	-1372.142001	20	0.01
8600	-1372.141152	20	0.01
8610	-1372.141152	20	0.01
8620	-1372.139919	20	0.01
8630	-1372.139919	20	0.01
8640	-1372.139919	20	0.01
8650	-1372.139919	20	0.01
8660	-1372.139919	20	0.01
8670	-1372.139919	20	0.01
8680	-1372.139919	20	0.01
